PassengerId,Survived,Pclass,Sex,Age,Cabin,Embarked,title,Family
576,0.0,3,male,19.0,0,S,Mr,0
577,1.0,2,female,34.0,0,S,Miss,0
578,1.0,1,female,39.0,1,S,Mrs,1
579,0.0,3,female,24.0,0,C,Mrs,1
580,1.0,3,male,32.0,0,S,Mr,1
581,1.0,2,female,25.0,0,S,Miss,1
582,1.0,1,female,39.0,1,C,Mrs,1
583,0.0,2,male,54.0,0,S,Mr,0
584,0.0,1,male,36.0,1,C,Mr,0
585,0.0,3,male,24.0,0,C,Mr,1
586,1.0,1,female,18.0,1,S,Miss,0
587,0.0,2,male,47.0,0,S,Mr,1
588,1.0,1,male,60.0,1,C,Mr,1
589,0.0,3,male,22.0,0,S,Mr,0
590,0.0,3,male,24.0,0,S,Mr,0
591,0.0,3,male,35.0,0,S,Mr,0
592,1.0,1,female,52.0,1,C,Mrs,1
593,0.0,3,male,47.0,0,S,Mr,1
594,0.0,3,female,24.0,0,Q,Miss,0
595,0.0,2,male,37.0,0,S,Mr,1
596,0.0,3,male,36.0,0,S,Mr,1
597,1.0,2,female,29.0,0,S,Miss,0
598,0.0,3,male,49.0,0,S,Mr,0
599,0.0,3,male,24.0,0,C,Mr,0
600,1.0,1,male,49.0,1,C,Mr,1
601,1.0,2,female,24.0,0,S,Mrs,1
602,0.0,3,male,24.0,0,S,Mr,0
603,0.0,1,male,39.0,0,S,Mr,0
604,0.0,3,male,44.0,0,S,Mr,0
605,1.0,1,male,35.0,0,C,Mr,0
606,0.0,3,male,36.0,0,S,Mr,1
607,0.0,3,male,30.0,0,S,Mr,0
608,1.0,1,male,27.0,0,S,Mr,1
609,1.0,2,female,22.0,0,C,Mrs,1
610,1.0,1,female,40.0,1,S,Miss,1
611,0.0,3,female,39.0,0,S,Mrs,1
612,0.0,3,male,24.0,0,S,Mr,0
613,1.0,3,female,24.0,0,Q,Miss,1
614,0.0,3,male,24.0,0,Q,Mr,0
615,0.0,3,male,35.0,0,S,Mr,1
616,1.0,2,female,24.0,0,S,Miss,1
617,0.0,3,male,34.0,0,S,Mr,1
618,0.0,3,female,26.0,0,S,Mrs,1
619,1.0,2,female,4.0,1,S,Miss,1
620,0.0,2,male,26.0,0,S,Mr,0
621,0.0,3,male,27.0,0,C,Mr,1
622,1.0,1,male,42.0,1,S,Mr,1
623,1.0,3,male,20.0,0,C,Mr,1
624,0.0,3,male,21.0,0,S,Mr,0
625,0.0,3,male,21.0,0,S,Mr,0
626,0.0,1,male,61.0,1,S,Mr,0
627,0.0,2,male,57.0,0,Q,Mr,0
628,1.0,1,female,21.0,1,S,Miss,0
629,0.0,3,male,26.0,0,S,Mr,0
630,0.0,3,male,24.0,0,Q,Mr,0
631,1.0,1,male,80.0,1,S,Mr,0
632,0.0,3,male,51.0,0,S,Mr,0
633,1.0,1,male,32.0,1,C,Mr,0
634,0.0,1,male,39.0,0,S,Mr,1
635,0.0,3,female,9.0,0,S,Miss,1
636,1.0,2,female,28.0,0,S,Miss,0
637,0.0,3,male,32.0,0,S,Mr,1
638,0.0,2,male,31.0,0,S,Mr,1
639,0.0,3,female,41.0,0,S,Mrs,0
640,0.0,3,male,24.0,0,S,Mr,1
641,0.0,3,male,20.0,0,S,Mr,0
642,1.0,1,female,24.0,1,C,Miss,1
643,0.0,3,female,2.0,0,S,Miss,1
644,1.0,3,male,24.0,0,S,Mr,1
645,1.0,3,female,0.75,0,C,Miss,1
646,1.0,1,male,48.0,1,C,Mr,1
647,0.0,3,male,19.0,0,S,Mr,0
648,1.0,1,male,56.0,1,C,Mr,0
649,0.0,3,male,24.0,0,S,Mr,0
650,1.0,3,female,23.0,0,S,Miss,0
651,0.0,3,male,24.0,0,S,Mr,1
652,1.0,2,female,18.0,0,S,Miss,0
653,0.0,3,male,21.0,0,S,Mr,0
654,1.0,3,female,24.0,0,Q,Miss,0
655,0.0,3,female,18.0,0,Q,Miss,0
656,0.0,2,male,24.0,0,S,Mr,1
657,0.0,3,male,24.0,0,S,Mr,1
658,0.0,3,female,32.0,0,Q,Mrs,1
659,0.0,2,male,23.0,0,S,Mr,1
660,0.0,1,male,58.0,1,C,Mr,0
661,1.0,1,male,50.0,0,S,Mr,1
662,0.0,3,male,40.0,0,C,Mr,0
663,0.0,1,male,47.0,1,S,Mr,0
664,0.0,3,male,36.0,0,S,Mr,0
665,1.0,3,male,20.0,0,S,Mr,1
666,0.0,2,male,32.0,0,S,Mr,1
667,0.0,2,male,25.0,0,S,Mr,0
668,0.0,3,male,24.0,0,S,Mr,0
669,0.0,3,male,43.0,0,S,Mr,0
670,1.0,1,female,39.0,1,S,Mrs,1
671,1.0,2,female,40.0,0,S,Mrs,1
672,0.0,1,male,31.0,1,S,Mr,1
673,0.0,2,male,70.0,0,S,Mr,0
674,1.0,2,male,31.0,0,S,Mr,0
675,0.0,2,male,29.0,0,S,Mr,0
676,0.0,3,male,18.0,0,S,Mr,0
677,0.0,3,male,24.5,0,S,Mr,0
678,1.0,3,female,18.0,0,S,Miss,1
679,0.0,3,female,43.0,0,S,Mrs,1
680,1.0,1,male,36.0,1,C,Mr,0
681,0.0,3,female,24.0,0,Q,Miss,0
682,1.0,1,male,27.0,1,C,Mr,0
683,0.0,3,male,20.0,0,S,Mr,1
684,0.0,3,male,14.0,0,S,Mr,1
685,0.0,2,male,60.0,0,S,Mr,1
686,0.0,2,male,25.0,0,C,Mr,1
687,0.0,3,male,14.0,0,S,Mr,1
688,0.0,3,male,19.0,0,S,Mr,0
689,0.0,3,male,18.0,0,S,Mr,1
690,1.0,1,female,15.0,1,S,Miss,0
691,1.0,1,male,31.0,1,S,Mr,1
692,1.0,3,female,4.0,0,C,Miss,0
693,1.0,3,male,24.0,0,S,Mr,0
694,0.0,3,male,25.0,0,C,Mr,0
695,0.0,1,male,60.0,0,S,Mr,0
696,0.0,2,male,52.0,0,S,Mr,0
697,0.0,3,male,44.0,0,S,Mr,0
698,1.0,3,female,24.0,0,Q,Miss,1
699,0.0,1,male,49.0,1,C,Mr,1
700,0.0,3,male,42.0,1,S,Mr,0
701,1.0,1,female,18.0,1,C,Mrs,1
702,1.0,1,male,35.0,1,S,Mr,1
703,0.0,3,female,18.0,0,C,Miss,0
704,0.0,3,male,25.0,0,Q,Mr,0
705,0.0,3,male,26.0,0,S,Mr,1
706,0.0,2,male,39.0,0,S,Mr,0
707,1.0,2,female,45.0,0,S,Mrs,0
708,1.0,1,male,42.0,1,S,Mr,0
709,1.0,1,female,22.0,0,S,Miss,1
710,1.0,3,male,24.0,0,C,Master,1
711,1.0,1,female,24.0,1,C,Miss,0
712,0.0,1,male,39.0,1,S,Mr,0
713,1.0,1,male,48.0,1,S,Mr,1
714,0.0,3,male,29.0,0,S,Mr,0
715,0.0,2,male,52.0,0,S,Mr,0
716,0.0,3,male,19.0,1,S,Mr,0
717,1.0,1,female,38.0,1,C,Miss,0
718,1.0,2,female,27.0,1,S,Miss,0
719,0.0,3,male,24.0,0,Q,Mr,0
720,0.0,3,male,33.0,0,S,Mr,1
721,1.0,2,female,6.0,0,S,Miss,0
722,0.0,3,male,17.0,0,S,Mr,1
723,0.0,2,male,34.0,0,S,Mr,0
724,0.0,2,male,50.0,0,S,Mr,0
725,1.0,1,male,27.0,1,S,Mr,1
726,0.0,3,male,20.0,0,S,Mr,0
727,1.0,2,female,30.0,0,S,Mrs,1
728,1.0,3,female,24.0,0,Q,Miss,0
729,0.0,2,male,25.0,0,S,Mr,1
730,0.0,3,female,25.0,0,S,Miss,1
731,1.0,1,female,29.0,1,S,Miss,0
732,0.0,3,male,11.0,0,C,Mr,0
733,0.0,2,male,29.0,0,S,Mr,0
734,0.0,2,male,23.0,0,S,Mr,0
735,0.0,2,male,23.0,0,S,Mr,0
736,0.0,3,male,28.5,0,S,Mr,1
737,0.0,3,female,48.0,0,S,Mrs,1
738,1.0,1,male,35.0,1,C,Mr,0
739,0.0,3,male,24.0,0,S,Mr,0
740,0.0,3,male,24.0,0,S,Mr,0
741,1.0,1,male,39.0,1,S,Mr,0
742,0.0,1,male,36.0,1,S,Mr,1
743,1.0,1,female,21.0,1,C,Miss,1
744,0.0,3,male,24.0,0,S,Mr,1
745,1.0,3,male,31.0,0,S,Mr,1
746,0.0,1,male,70.0,1,S,Mr,1
747,0.0,3,male,16.0,0,S,Mr,1
748,1.0,2,female,30.0,0,S,Miss,0
749,0.0,1,male,19.0,1,S,Mr,1
750,0.0,3,male,31.0,0,Q,Mr,1
751,1.0,2,female,4.0,0,S,Miss,1
752,1.0,3,male,6.0,1,S,Master,0
753,0.0,3,male,33.0,0,S,Mr,0
754,0.0,3,male,23.0,0,S,Mr,1
755,1.0,2,female,48.0,0,S,Mrs,1
756,1.0,2,male,0.67,0,S,Master,1
757,0.0,3,male,28.0,0,S,Mr,0
758,0.0,2,male,18.0,0,S,Mr,0
759,0.0,3,male,34.0,0,S,Mr,0
760,1.0,1,female,33.0,1,S,Mrs,0
761,0.0,3,male,24.0,0,S,Mr,0
762,0.0,3,male,41.0,0,S,Mr,0
763,1.0,3,male,20.0,0,C,Mr,1
764,1.0,1,female,36.0,1,S,Mrs,1
765,0.0,3,male,16.0,0,S,Mr,0
766,1.0,1,female,51.0,1,S,Mrs,1
767,0.0,1,male,39.0,0,C,Mr,0
768,0.0,3,female,30.5,0,Q,Miss,0
769,0.0,3,male,24.0,0,Q,Mr,1
770,0.0,3,male,32.0,0,S,Mr,0
771,0.0,3,male,24.0,0,S,Mr,0
772,0.0,3,male,48.0,0,S,Mr,0
773,0.0,2,female,57.0,1,S,Mrs,0
774,0.0,3,male,24.0,0,C,Mr,1
775,1.0,2,female,54.0,0,S,Mrs,1
776,0.0,3,male,18.0,0,S,Mr,0
777,0.0,3,male,24.0,1,Q,Mr,0
778,1.0,3,female,5.0,0,S,Miss,0
779,0.0,3,male,24.0,0,Q,Mr,1
780,1.0,1,female,43.0,1,S,Mrs,0
781,1.0,3,female,13.0,0,C,Miss,0
782,1.0,1,female,17.0,1,S,Mrs,1
783,0.0,1,male,29.0,1,S,Mr,1
784,0.0,3,male,24.0,0,S,Mr,1
785,0.0,3,male,25.0,0,S,Mr,0
786,0.0,3,male,25.0,0,S,Mr,0
787,1.0,3,female,18.0,0,S,Miss,1
788,0.0,3,male,8.0,0,Q,Master,1
789,1.0,3,male,1.0,0,S,Master,1
790,0.0,1,male,46.0,1,C,Mr,0
791,0.0,3,male,24.0,0,Q,Mr,0
792,0.0,2,male,16.0,0,S,Mr,1
793,0.0,3,female,24.0,0,S,Miss,1
794,0.0,1,male,39.0,0,C,Mr,0
795,0.0,3,male,25.0,0,S,Mr,0
796,0.0,2,male,39.0,0,S,Mr,0
797,1.0,1,female,49.0,1,S,Mr,0
798,1.0,3,female,31.0,0,S,Mrs,0
799,0.0,3,male,30.0,0,C,Mr,1
800,0.0,3,female,30.0,0,S,Mrs,1
801,0.0,2,male,34.0,0,S,Mr,1
802,1.0,2,female,31.0,0,S,Mrs,1
803,1.0,1,male,11.0,1,S,Master,1
804,1.0,3,male,0.42,0,C,Master,0
805,1.0,3,male,27.0,0,S,Mr,0
806,0.0,3,male,31.0,0,S,Mr,0
807,0.0,1,male,39.0,1,S,Mr,0
808,0.0,3,female,18.0,0,S,Miss,0
809,0.0,2,male,39.0,0,S,Mr,0
810,1.0,1,female,33.0,1,S,Mrs,1
811,0.0,3,male,26.0,0,S,Mr,0
812,0.0,3,male,39.0,0,S,Mr,0
813,0.0,2,male,35.0,0,S,Mr,1
814,0.0,3,female,6.0,0,S,Miss,1
815,0.0,3,male,30.5,0,S,Mr,0
816,0.0,1,male,39.0,1,S,Mr,0
817,0.0,3,female,23.0,0,S,Miss,1
818,0.0,2,male,31.0,0,C,Mr,1
819,0.0,3,male,43.0,0,S,Mr,1
820,0.0,3,male,10.0,0,S,Master,1
821,1.0,1,female,52.0,1,S,Mrs,1
822,1.0,3,male,27.0,0,S,Mr,0
823,0.0,1,male,38.0,0,S,Mr,1
824,1.0,3,female,27.0,1,S,Mrs,1
825,0.0,3,male,2.0,0,S,Master,1
826,0.0,3,male,24.0,0,Q,Mr,0
827,0.0,3,male,24.0,0,S,Mr,1
828,1.0,2,male,1.0,0,C,Master,0
829,1.0,3,male,24.0,0,Q,Mr,0
830,1.0,1,female,62.0,1,C,Mrs,0
831,1.0,3,female,15.0,0,C,Mrs,1
832,1.0,2,male,0.83,0,S,Master,1
833,0.0,3,male,24.0,0,C,Mr,0
834,0.0,3,male,23.0,0,S,Mr,0
835,0.0,3,male,18.0,0,S,Mr,1
836,1.0,1,female,39.0,1,C,Miss,1
837,0.0,3,male,21.0,0,S,Mr,0
838,0.0,3,male,24.0,0,S,Mr,0
839,1.0,3,male,32.0,0,S,Mr,0
840,1.0,1,male,39.0,1,C,Mr,0
841,0.0,3,male,20.0,0,S,Mr,0
842,0.0,2,male,16.0,0,S,Mr,0
843,1.0,1,female,30.0,0,C,Miss,0
844,0.0,3,male,34.5,0,C,Mr,0
845,0.0,3,male,17.0,0,S,Mr,0
846,0.0,3,male,42.0,0,S,Mr,1
847,0.0,3,male,24.0,0,S,Mr,1
848,0.0,3,male,35.0,0,C,Mr,1
849,0.0,2,male,28.0,0,S,Mr,0
850,1.0,1,female,39.0,1,C,Mrs,1
851,0.0,3,male,4.0,0,S,Master,1
852,0.0,3,male,74.0,0,S,Mr,1
853,0.0,3,female,9.0,0,C,Miss,1
854,1.0,1,female,16.0,1,S,Miss,0
855,0.0,2,female,44.0,0,S,Mrs,1
856,1.0,3,female,18.0,0,S,Mrs,1
857,1.0,1,female,45.0,0,S,Mrs,1
858,1.0,1,male,51.0,1,S,Mr,1
859,1.0,3,female,24.0,0,C,Mrs,0
860,0.0,3,male,24.0,0,C,Mr,0
861,0.0,3,male,41.0,0,S,Mr,1
862,0.0,2,male,21.0,0,S,Mr,1
863,1.0,1,female,48.0,1,S,Mrs,1
864,0.0,3,female,24.0,0,S,Miss,1
865,0.0,2,male,24.0,0,S,Mr,0
866,1.0,2,female,42.0,0,S,Mrs,0
867,1.0,2,female,27.0,0,C,Miss,1
868,0.0,1,male,31.0,1,S,Mr,0
869,0.0,3,male,24.0,0,S,Mr,1
870,1.0,3,male,4.0,0,S,Master,1
871,0.0,3,male,26.0,0,S,Mr,1
872,1.0,1,female,47.0,1,S,Mrs,1
873,0.0,1,male,33.0,1,S,Mr,0
874,0.0,3,male,47.0,0,S,Mr,0
875,1.0,2,female,28.0,0,C,Mrs,1
876,1.0,3,female,15.0,0,C,Miss,0
877,0.0,3,male,20.0,0,S,Mr,0
878,0.0,3,male,19.0,0,S,Mr,0
879,0.0,3,male,24.0,0,S,Mr,1
880,1.0,1,female,56.0,1,C,Mrs,1
881,1.0,2,female,25.0,0,S,Mrs,0
882,0.0,3,male,33.0,0,S,Mr,0
883,0.0,3,female,22.0,0,S,Miss,0
884,0.0,2,male,28.0,0,S,Mr,0
885,0.0,3,male,25.0,0,S,Mr,1
886,0.0,3,female,39.0,0,Q,Mrs,0
887,0.0,2,male,27.0,0,S,Mr,0
888,1.0,1,female,19.0,1,S,Miss,1
889,0.0,3,female,24.0,0,S,Miss,1
890,1.0,1,male,26.0,1,C,Mr,0
891,0.0,3,male,32.0,0,Q,Mr,0
